Sub-subheading,Subheading,Main Heading,Links,Full Links,Main Heading_translated,Subheading_translated,Sub-subheading_translated
Création supposée en laboratoire par l’homme,États-Unis,Désinformation par pays et secteurs géographiques,"['/wiki/The_Lancet', '/wiki/Peter_Daszak', '/wiki/Institut_de_virologie_de_Wuhan', '/wiki/The_Daily_Telegraph', '/wiki/Francis_Anthony_Boyle', '/wiki/Fondation_Jean-Jaurès', '/wiki/Conspiracy_Watch', ""/wiki/Institut_français_d'opinion_publique"", '/wiki/Rassemblement_national', '/wiki/Jérôme_Fourquet', '/wiki/Charles_M._Lieber', '/wiki/Université_Harvard', '/wiki/Steve_Bannon', '/wiki/National_Institutes_of_Health', '/wiki/Lawrence_Kudlow', '/wiki/Donald_Trump', '/wiki/Forum_économique_mondial', '/wiki/Donald_Trump', '/wiki/Lawrence_Kudlow', '/wiki/SARS-CoV-2', '/wiki/Sean_Hannity', '/wiki/Taux_de_mortalité', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Parti_démocrate_(États-Unis)', '/wiki/Maison-Blanche', '/wiki/Présidence_de_Donald_Trump', '/wiki/SARS-CoV', '/wiki/Taux_de_létalité', '/wiki/Vaccin_contre_la_Covid-19', '/wiki/Anthony_Fauci', '/wiki/Chloroquine', '/wiki/Food_and_Drug_Administration', '/wiki/Essai_clinique', '/wiki/Chloroquine', '/wiki/Paludisme', '/wiki/Hydroxychloroquine', '/wiki/Lupus_érythémateux_disséminé', '/wiki/Arthrite', '/wiki/Effet_secondaire_(médecine)', '/wiki/Trouble_du_rythme_cardiaque', '/wiki/Acouphène', '/wiki/Trouble_de_la_vision', '/wiki/Faiblesse_musculaire', '/wiki/Arizona', '/wiki/Automédication', '/wiki/Respirateur_artificiel', '/wiki/General_Motors', '/wiki/Ford', '/wiki/Associated_Press']","['https://fr.wikipedia.org/wiki/The_Lancet', 'https://fr.wikipedia.org/wiki/Peter_Daszak', 'https://fr.wikipedia.org/wiki/Institut_de_virologie_de_Wuhan', 'https://fr.wikipedia.org/wiki/The_Daily_Telegraph', 'https://fr.wikipedia.org/wiki/Francis_Anthony_Boyle', 'https://fr.wikipedia.org/wiki/Fondation_Jean-Jaurès', 'https://fr.wikipedia.org/wiki/Conspiracy_Watch', ""https://fr.wikipedia.org/wiki/Institut_français_d'opinion_publique"", 'https://fr.wikipedia.org/wiki/Rassemblement_national', 'https://fr.wikipedia.org/wiki/Jérôme_Fourquet', 'https://fr.wikipedia.org/wiki/Charles_M._Lieber', 'https://fr.wikipedia.org/wiki/Université_Harvard', 'https://fr.wikipedia.org/wiki/Steve_Bannon', 'https://fr.wikipedia.org/wiki/National_Institutes_of_Health', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Forum_économique_mondial', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/SARS-CoV-2', 'https://fr.wikipedia.org/wiki/Sean_Hannity', 'https://fr.wikipedia.org/wiki/Taux_de_mortalité', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Parti_démocrate_(États-Unis)', 'https://fr.wikipedia.org/wiki/Maison-Blanche', 'https://fr.wikipedia.org/wiki/Présidence_de_Donald_Trump', 'https://fr.wikipedia.org/wiki/SARS-CoV', 'https://fr.wikipedia.org/wiki/Taux_de_létalité', 'https://fr.wikipedia.org/wiki/Vaccin_contre_la_Covid-19', 'https://fr.wikipedia.org/wiki/Anthony_Fauci', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Essai_clinique', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Paludisme', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Lupus_érythémateux_disséminé', 'https://fr.wikipedia.org/wiki/Arthrite', 'https://fr.wikipedia.org/wiki/Effet_secondaire_(médecine)', 'https://fr.wikipedia.org/wiki/Trouble_du_rythme_cardiaque', 'https://fr.wikipedia.org/wiki/Acouphène', 'https://fr.wikipedia.org/wiki/Trouble_de_la_vision', 'https://fr.wikipedia.org/wiki/Faiblesse_musculaire', 'https://fr.wikipedia.org/wiki/Arizona', 'https://fr.wikipedia.org/wiki/Automédication', 'https://fr.wikipedia.org/wiki/Respirateur_artificiel', 'https://fr.wikipedia.org/wiki/General_Motors', 'https://fr.wikipedia.org/wiki/Ford', 'https://fr.wikipedia.org/wiki/Associated_Press']",Disinformation by country and geographic sectors,UNITED STATES,Creation supposed in laboratory by man
Un Prix Nobel japonais n’a jamais défendu cette thèse,États-Unis,Désinformation par pays et secteurs géographiques,"['/wiki/Immunologie', '/wiki/Japon', '/wiki/Tasuku_Honjo', '/wiki/Prix_Nobel_de_physiologie_ou_médecine', '/wiki/Cancer', '/wiki/Réseau_social', '/wiki/Lawrence_Kudlow', '/wiki/Donald_Trump', '/wiki/Forum_économique_mondial', '/wiki/Donald_Trump', '/wiki/Lawrence_Kudlow', '/wiki/SARS-CoV-2', '/wiki/Sean_Hannity', '/wiki/Taux_de_mortalité', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Parti_démocrate_(États-Unis)', '/wiki/Maison-Blanche', '/wiki/Présidence_de_Donald_Trump', '/wiki/SARS-CoV', '/wiki/Taux_de_létalité', '/wiki/Vaccin_contre_la_Covid-19', '/wiki/Anthony_Fauci', '/wiki/Chloroquine', '/wiki/Food_and_Drug_Administration', '/wiki/Essai_clinique', '/wiki/Chloroquine', '/wiki/Paludisme', '/wiki/Hydroxychloroquine', '/wiki/Lupus_érythémateux_disséminé', '/wiki/Arthrite', '/wiki/Effet_secondaire_(médecine)', '/wiki/Trouble_du_rythme_cardiaque', '/wiki/Acouphène', '/wiki/Trouble_de_la_vision', '/wiki/Faiblesse_musculaire', '/wiki/Arizona', '/wiki/Automédication', '/wiki/Respirateur_artificiel', '/wiki/General_Motors', '/wiki/Ford', '/wiki/Associated_Press']","['https://fr.wikipedia.org/wiki/Immunologie', 'https://fr.wikipedia.org/wiki/Japon', 'https://fr.wikipedia.org/wiki/Tasuku_Honjo', 'https://fr.wikipedia.org/wiki/Prix_Nobel_de_physiologie_ou_médecine', 'https://fr.wikipedia.org/wiki/Cancer', 'https://fr.wikipedia.org/wiki/Réseau_social', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Forum_économique_mondial', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/SARS-CoV-2', 'https://fr.wikipedia.org/wiki/Sean_Hannity', 'https://fr.wikipedia.org/wiki/Taux_de_mortalité', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Parti_démocrate_(États-Unis)', 'https://fr.wikipedia.org/wiki/Maison-Blanche', 'https://fr.wikipedia.org/wiki/Présidence_de_Donald_Trump', 'https://fr.wikipedia.org/wiki/SARS-CoV', 'https://fr.wikipedia.org/wiki/Taux_de_létalité', 'https://fr.wikipedia.org/wiki/Vaccin_contre_la_Covid-19', 'https://fr.wikipedia.org/wiki/Anthony_Fauci', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Essai_clinique', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Paludisme', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Lupus_érythémateux_disséminé', 'https://fr.wikipedia.org/wiki/Arthrite', 'https://fr.wikipedia.org/wiki/Effet_secondaire_(médecine)', 'https://fr.wikipedia.org/wiki/Trouble_du_rythme_cardiaque', 'https://fr.wikipedia.org/wiki/Acouphène', 'https://fr.wikipedia.org/wiki/Trouble_de_la_vision', 'https://fr.wikipedia.org/wiki/Faiblesse_musculaire', 'https://fr.wikipedia.org/wiki/Arizona', 'https://fr.wikipedia.org/wiki/Automédication', 'https://fr.wikipedia.org/wiki/Respirateur_artificiel', 'https://fr.wikipedia.org/wiki/General_Motors', 'https://fr.wikipedia.org/wiki/Ford', 'https://fr.wikipedia.org/wiki/Associated_Press']",Disinformation by country and geographic sectors,UNITED STATES,A Japanese Nobel Prize has never defended this thesis
Efficacité des désinfectants et comportement du virus,États-Unis,Désinformation par pays et secteurs géographiques,"['/wiki/Solution_hydroalcoolique', '/wiki/Miami_New_Times', '/wiki/Norwegian_Cruise_Line', '/wiki/Maladie_à_coronavirus_2019#Saisonnalité', '/wiki/Lawrence_Kudlow', '/wiki/Donald_Trump', '/wiki/Forum_économique_mondial', '/wiki/Donald_Trump', '/wiki/Lawrence_Kudlow', '/wiki/SARS-CoV-2', '/wiki/Sean_Hannity', '/wiki/Taux_de_mortalité', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Parti_démocrate_(États-Unis)', '/wiki/Maison-Blanche', '/wiki/Présidence_de_Donald_Trump', '/wiki/SARS-CoV', '/wiki/Taux_de_létalité', '/wiki/Vaccin_contre_la_Covid-19', '/wiki/Anthony_Fauci', '/wiki/Chloroquine', '/wiki/Food_and_Drug_Administration', '/wiki/Essai_clinique', '/wiki/Chloroquine', '/wiki/Paludisme', '/wiki/Hydroxychloroquine', '/wiki/Lupus_érythémateux_disséminé', '/wiki/Arthrite', '/wiki/Effet_secondaire_(médecine)', '/wiki/Trouble_du_rythme_cardiaque', '/wiki/Acouphène', '/wiki/Trouble_de_la_vision', '/wiki/Faiblesse_musculaire', '/wiki/Arizona', '/wiki/Automédication', '/wiki/Respirateur_artificiel', '/wiki/General_Motors', '/wiki/Ford', '/wiki/Associated_Press']","['https://fr.wikipedia.org/wiki/Solution_hydroalcoolique', 'https://fr.wikipedia.org/wiki/Miami_New_Times', 'https://fr.wikipedia.org/wiki/Norwegian_Cruise_Line', 'https://fr.wikipedia.org/wiki/Maladie_à_coronavirus_2019#Saisonnalité', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Forum_économique_mondial', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/SARS-CoV-2', 'https://fr.wikipedia.org/wiki/Sean_Hannity', 'https://fr.wikipedia.org/wiki/Taux_de_mortalité', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Parti_démocrate_(États-Unis)', 'https://fr.wikipedia.org/wiki/Maison-Blanche', 'https://fr.wikipedia.org/wiki/Présidence_de_Donald_Trump', 'https://fr.wikipedia.org/wiki/SARS-CoV', 'https://fr.wikipedia.org/wiki/Taux_de_létalité', 'https://fr.wikipedia.org/wiki/Vaccin_contre_la_Covid-19', 'https://fr.wikipedia.org/wiki/Anthony_Fauci', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Essai_clinique', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Paludisme', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Lupus_érythémateux_disséminé', 'https://fr.wikipedia.org/wiki/Arthrite', 'https://fr.wikipedia.org/wiki/Effet_secondaire_(médecine)', 'https://fr.wikipedia.org/wiki/Trouble_du_rythme_cardiaque', 'https://fr.wikipedia.org/wiki/Acouphène', 'https://fr.wikipedia.org/wiki/Trouble_de_la_vision', 'https://fr.wikipedia.org/wiki/Faiblesse_musculaire', 'https://fr.wikipedia.org/wiki/Arizona', 'https://fr.wikipedia.org/wiki/Automédication', 'https://fr.wikipedia.org/wiki/Respirateur_artificiel', 'https://fr.wikipedia.org/wiki/General_Motors', 'https://fr.wikipedia.org/wiki/Ford', 'https://fr.wikipedia.org/wiki/Associated_Press']",Disinformation by country and geographic sectors,UNITED STATES,Effectiveness of disinfectants and virus behavior
Prétentions de clairvoyance,États-Unis,Désinformation par pays et secteurs géographiques,"['/wiki/Les_Simpson', '/wiki/Camion_frigorifique', '/wiki/Lenox_Hill_Hospital', '/wiki/New_York', '/wiki/Montage_vidéo', '/wiki/Équateur_(pays)', '/wiki/Lawrence_Kudlow', '/wiki/Donald_Trump', '/wiki/Forum_économique_mondial', '/wiki/Donald_Trump', '/wiki/Lawrence_Kudlow', '/wiki/SARS-CoV-2', '/wiki/Sean_Hannity', '/wiki/Taux_de_mortalité', '/wiki/Organisation_mondiale_de_la_santé', '/wiki/Parti_démocrate_(États-Unis)', '/wiki/Maison-Blanche', '/wiki/Présidence_de_Donald_Trump', '/wiki/SARS-CoV', '/wiki/Taux_de_létalité', '/wiki/Vaccin_contre_la_Covid-19', '/wiki/Anthony_Fauci', '/wiki/Chloroquine', '/wiki/Food_and_Drug_Administration', '/wiki/Essai_clinique', '/wiki/Chloroquine', '/wiki/Paludisme', '/wiki/Hydroxychloroquine', '/wiki/Lupus_érythémateux_disséminé', '/wiki/Arthrite', '/wiki/Effet_secondaire_(médecine)', '/wiki/Trouble_du_rythme_cardiaque', '/wiki/Acouphène', '/wiki/Trouble_de_la_vision', '/wiki/Faiblesse_musculaire', '/wiki/Arizona', '/wiki/Automédication', '/wiki/Respirateur_artificiel', '/wiki/General_Motors', '/wiki/Ford', '/wiki/Associated_Press']","['https://fr.wikipedia.org/wiki/Les_Simpson', 'https://fr.wikipedia.org/wiki/Camion_frigorifique', 'https://fr.wikipedia.org/wiki/Lenox_Hill_Hospital', 'https://fr.wikipedia.org/wiki/New_York', 'https://fr.wikipedia.org/wiki/Montage_vidéo', 'https://fr.wikipedia.org/wiki/Équateur_(pays)', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Forum_économique_mondial', 'https://fr.wikipedia.org/wiki/Donald_Trump', 'https://fr.wikipedia.org/wiki/Lawrence_Kudlow', 'https://fr.wikipedia.org/wiki/SARS-CoV-2', 'https://fr.wikipedia.org/wiki/Sean_Hannity', 'https://fr.wikipedia.org/wiki/Taux_de_mortalité', 'https://fr.wikipedia.org/wiki/Organisation_mondiale_de_la_santé', 'https://fr.wikipedia.org/wiki/Parti_démocrate_(États-Unis)', 'https://fr.wikipedia.org/wiki/Maison-Blanche', 'https://fr.wikipedia.org/wiki/Présidence_de_Donald_Trump', 'https://fr.wikipedia.org/wiki/SARS-CoV', 'https://fr.wikipedia.org/wiki/Taux_de_létalité', 'https://fr.wikipedia.org/wiki/Vaccin_contre_la_Covid-19', 'https://fr.wikipedia.org/wiki/Anthony_Fauci', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Food_and_Drug_Administration', 'https://fr.wikipedia.org/wiki/Essai_clinique', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Paludisme', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Lupus_érythémateux_disséminé', 'https://fr.wikipedia.org/wiki/Arthrite', 'https://fr.wikipedia.org/wiki/Effet_secondaire_(médecine)', 'https://fr.wikipedia.org/wiki/Trouble_du_rythme_cardiaque', 'https://fr.wikipedia.org/wiki/Acouphène', 'https://fr.wikipedia.org/wiki/Trouble_de_la_vision', 'https://fr.wikipedia.org/wiki/Faiblesse_musculaire', 'https://fr.wikipedia.org/wiki/Arizona', 'https://fr.wikipedia.org/wiki/Automédication', 'https://fr.wikipedia.org/wiki/Respirateur_artificiel', 'https://fr.wikipedia.org/wiki/General_Motors', 'https://fr.wikipedia.org/wiki/Ford', 'https://fr.wikipedia.org/wiki/Associated_Press']",Disinformation by country and geographic sectors,UNITED STATES,Clairvoyance claims
France,France,Désinformation par pays et secteurs géographiques,['/wiki/Pandémie_de_Covid-19_en_France'],['https://fr.wikipedia.org/wiki/Pandémie_de_Covid-19_en_France'],Disinformation by country and geographic sectors,France,France
Exagérations,France,Désinformation par pays et secteurs géographiques,"['/wiki/Agnès_Buzyn', '/wiki/Élections_municipales_françaises_de_2020']","['https://fr.wikipedia.org/wiki/Agnès_Buzyn', 'https://fr.wikipedia.org/wiki/Élections_municipales_françaises_de_2020']",Disinformation by country and geographic sectors,France,Exaggeration
Prévisions de déconfinement,France,Désinformation par pays et secteurs géographiques,"['/wiki/Déconfinement', '/wiki/Déconfinement', '/wiki/Cyril_Hanouna', '/wiki/Direction_régionale_des_Affaires_culturelles', '/wiki/Hauts-de-France', '/wiki/Ministère_de_la_Défense', '/wiki/Ministère_des_Armées']","['https://fr.wikipedia.org/wiki/Déconfinement', 'https://fr.wikipedia.org/wiki/Déconfinement', 'https://fr.wikipedia.org/wiki/Cyril_Hanouna', 'https://fr.wikipedia.org/wiki/Direction_régionale_des_Affaires_culturelles', 'https://fr.wikipedia.org/wiki/Hauts-de-France', 'https://fr.wikipedia.org/wiki/Ministère_de_la_Défense', 'https://fr.wikipedia.org/wiki/Ministère_des_Armées']",Disinformation by country and geographic sectors,France,Deconstation forecasts
Désinformation sur l'Inserm,France,Désinformation par pays et secteurs géographiques,"['/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', '/wiki/Agnès_Buzyn', '/wiki/Frédérique_Vidal', '/wiki/Institut_hospitalo-universitaire', '/wiki/Fondation_(institution)', '/wiki/Yves_Lévy', '/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', ""/wiki/Conflit_d'intérêts"", '/wiki/Agnès_Buzyn', '/wiki/Yves_Lévy', '/wiki/Didier_Raoult', '/wiki/Didier_Raoult', '/wiki/Management', '/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', '/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', '/wiki/Institut_hospitalo-universitaire', '/wiki/Didier_Raoult', '/wiki/IHU_Méditerranée_Infection', '/wiki/Sanofi']","['https://fr.wikipedia.org/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', 'https://fr.wikipedia.org/wiki/Agnès_Buzyn', 'https://fr.wikipedia.org/wiki/Frédérique_Vidal', 'https://fr.wikipedia.org/wiki/Institut_hospitalo-universitaire', 'https://fr.wikipedia.org/wiki/Fondation_(institution)', 'https://fr.wikipedia.org/wiki/Yves_Lévy', 'https://fr.wikipedia.org/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', ""https://fr.wikipedia.org/wiki/Conflit_d'intérêts"", 'https://fr.wikipedia.org/wiki/Agnès_Buzyn', 'https://fr.wikipedia.org/wiki/Yves_Lévy', 'https://fr.wikipedia.org/wiki/Didier_Raoult', 'https://fr.wikipedia.org/wiki/Didier_Raoult', 'https://fr.wikipedia.org/wiki/Management', 'https://fr.wikipedia.org/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', 'https://fr.wikipedia.org/wiki/Institut_national_de_la_santé_et_de_la_recherche_médicale', 'https://fr.wikipedia.org/wiki/Institut_hospitalo-universitaire', 'https://fr.wikipedia.org/wiki/Didier_Raoult', 'https://fr.wikipedia.org/wiki/IHU_Méditerranée_Infection', 'https://fr.wikipedia.org/wiki/Sanofi']",Disinformation by country and geographic sectors,France,Disinformation on Inserm
Désinformation sur la chloroquine et l'hydroxychloroquine,France,Désinformation par pays et secteurs géographiques,"['/wiki/Développement_et_recherche_de_médicaments_contre_la_Covid-19#Chloroquine_et_hydroxychloroquine', '/wiki/Didier_Raoult', '/wiki/Haut_Conseil_de_la_santé_publique', '/wiki/Agence_nationale_de_sécurité_du_médicament_et_des_produits_de_santé', ""/wiki/Agence_nationale_de_sécurité_sanitaire_de_l'alimentation,_de_l'environnement_et_du_travail"", '/wiki/Ordonnance_médicale_en_France', '/wiki/Sanofi', '/wiki/Assistance_publique_-_Hôpitaux_de_Paris', '/wiki/Lionnel_Luca', '/wiki/Hydroxychloroquine', '/wiki/Essai_clinique', '/wiki/Chloroquine', '/wiki/Penicillium_roqueforti', '/wiki/Sciences_et_Avenir', '/wiki/Mole_(unité)#Multiples', '/wiki/Litre']","['https://fr.wikipedia.org/wiki/Développement_et_recherche_de_médicaments_contre_la_Covid-19#Chloroquine_et_hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Didier_Raoult', 'https://fr.wikipedia.org/wiki/Haut_Conseil_de_la_santé_publique', 'https://fr.wikipedia.org/wiki/Agence_nationale_de_sécurité_du_médicament_et_des_produits_de_santé', ""https://fr.wikipedia.org/wiki/Agence_nationale_de_sécurité_sanitaire_de_l'alimentation,_de_l'environnement_et_du_travail"", 'https://fr.wikipedia.org/wiki/Ordonnance_médicale_en_France', 'https://fr.wikipedia.org/wiki/Sanofi', 'https://fr.wikipedia.org/wiki/Assistance_publique_-_Hôpitaux_de_Paris', 'https://fr.wikipedia.org/wiki/Lionnel_Luca', 'https://fr.wikipedia.org/wiki/Hydroxychloroquine', 'https://fr.wikipedia.org/wiki/Essai_clinique', 'https://fr.wikipedia.org/wiki/Chloroquine', 'https://fr.wikipedia.org/wiki/Penicillium_roqueforti', 'https://fr.wikipedia.org/wiki/Sciences_et_Avenir', 'https://fr.wikipedia.org/wiki/Mole_(unité)#Multiples', 'https://fr.wikipedia.org/wiki/Litre']",Disinformation by country and geographic sectors,France,Disinformation on chloroquine and hydroxychloroquine
Azithromycine et autres macrolides,France,Désinformation par pays et secteurs géographiques,"['/wiki/Vérification_des_faits', '/wiki/Libération_(journal)', '/wiki/Azithromycine', '/wiki/Macrolide']","['https://fr.wikipedia.org/wiki/Vérification_des_faits', 'https://fr.wikipedia.org/wiki/Libération_(journal)', 'https://fr.wikipedia.org/wiki/Azithromycine', 'https://fr.wikipedia.org/wiki/Macrolide']",Disinformation by country and geographic sectors,France,Azithromycin and other macrolides
Exagérations et conjectures quant aux travaux de Didier Raoult,France,Désinformation par pays et secteurs géographiques,"['/wiki/Didier_Raoult', '/wiki/IHU_Méditerranée_Infection', '/wiki/Les_Décodeurs', '/wiki/Le_Monde', '/wiki/Facebook', '/wiki/Didier_Raoult', '/wiki/Bouches-du-Rhône', '/wiki/IHU_Méditerranée_Infection', '/wiki/Libération_(journal)', '/wiki/Bouches-du-Rhône', '/wiki/Hôpital_Bicêtre', '/wiki/Emmanuel_Macron', '/wiki/Jean-François_Delfraissy', '/wiki/Conseil_scientifique_Covid-19', '/wiki/Christian_Estrosi', '/wiki/Renaud_Muselier', '/wiki/Frédéric_Dabi', '/wiki/Frédéric_Dabi', '/wiki/Didier_Raoult', '/wiki/Twitter', '/wiki/Fidji', '/wiki/Islande', '/wiki/Luxembourg', '/wiki/Christian_Estrosi', '/wiki/Didier_Raoult', '/wiki/Brigitte_Macron', '/wiki/Didier_Raoult', '/wiki/Roquefort_(fromage)', '/wiki/Grippe', '/wiki/Entreprendre', '/wiki/Midi_libre']","['https://fr.wikipedia.org/wiki/Didier_Raoult', 'https://fr.wikipedia.org/wiki/IHU_Méditerranée_Infection', 'https://fr.wikipedia.org/wiki/Les_Décodeurs', 'https://fr.wikipedia.org/wiki/Le_Monde', 'https://fr.wikipedia.org/wiki/Facebook', 'https://fr.wikipedia.org/wiki/Didier_Raoult', 'https://fr.wikipedia.org/wiki/Bouches-du-Rhône', 'https://fr.wikipedia.org/wiki/IHU_Méditerranée_Infection', 'https://fr.wikipedia.org/wiki/Libération_(journal)', 'https://fr.wikipedia.org/wiki/Bouches-du-Rhône', 'https://fr.wikipedia.org/wiki/Hôpital_Bicêtre', 'https://fr.wikipedia.org/wiki/Emmanuel_Macron', 'https://fr.wikipedia.org/wiki/Jean-François_Delfraissy', 'https://fr.wikipedia.org/wiki/Conseil_scientifique_Covid-19', 'https://fr.wikipedia.org/wiki/Christian_Estrosi', 'https://fr.wikipedia.org/wiki/Renaud_Muselier', 'https://fr.wikipedia.org/wiki/Frédéric_Dabi', 'https://fr.wikipedia.org/wiki/Frédéric_Dabi', 'https://fr.wikipedia.org/wiki/Didier_Raoult', 'https://fr.wikipedia.org/wiki/Twitter', 'https://fr.wikipedia.org/wiki/Fidji', 'https://fr.wikipedia.org/wiki/Islande', 'https://fr.wikipedia.org/wiki/Luxembourg', 'https://fr.wikipedia.org/wiki/Christian_Estrosi', 'https://fr.wikipedia.org/wiki/Didier_Raoult', 'https://fr.wikipedia.org/wiki/Brigitte_Macron', 'https://fr.wikipedia.org/wiki/Didier_Raoult', 'https://fr.wikipedia.org/wiki/Roquefort_(fromage)', 'https://fr.wikipedia.org/wiki/Grippe', 'https://fr.wikipedia.org/wiki/Entreprendre', 'https://fr.wikipedia.org/wiki/Midi_libre']",Disinformation by country and geographic sectors,France,Exaggerations and conjectures as to the work of Didier Raoult
L'euthanasie en France autorisée par décret,France,Désinformation par pays et secteurs géographiques,"['/wiki/Euthanasie_en_France', '/wiki/Soins_palliatifs', '/wiki/Soins_de_soutien', '/wiki/Député_français', '/wiki/Rassemblement_national', '/wiki/Gilbert_Collard', '/wiki/Twitter', '/wiki/Euthanasie', '/wiki/Décret', '/wiki/Soins_de_soutien', '/wiki/Soins_palliatifs', '/wiki/Euthanasie', '/wiki/Euthanasie_en_France', '/wiki/Midazolam', '/wiki/Clonazépam', '/wiki/Médecine_de_soins_critiques', '/wiki/Direction_générale_de_la_Santé', ""/wiki/Établissement_d'hébergement_pour_personnes_âgées_dépendantes"", '/wiki/Clonazépam', '/wiki/Haute_Autorité_de_santé', '/wiki/Maladie_à_coronavirus_2019', '/wiki/Dyspnée']","['https://fr.wikipedia.org/wiki/Euthanasie_en_France', 'https://fr.wikipedia.org/wiki/Soins_palliatifs', 'https://fr.wikipedia.org/wiki/Soins_de_soutien', 'https://fr.wikipedia.org/wiki/Député_français', 'https://fr.wikipedia.org/wiki/Rassemblement_national', 'https://fr.wikipedia.org/wiki/Gilbert_Collard', 'https://fr.wikipedia.org/wiki/Twitter', 'https://fr.wikipedia.org/wiki/Euthanasie', 'https://fr.wikipedia.org/wiki/Décret', 'https://fr.wikipedia.org/wiki/Soins_de_soutien', 'https://fr.wikipedia.org/wiki/Soins_palliatifs', 'https://fr.wikipedia.org/wiki/Euthanasie', 'https://fr.wikipedia.org/wiki/Euthanasie_en_France', 'https://fr.wikipedia.org/wiki/Midazolam', 'https://fr.wikipedia.org/wiki/Clonazépam', 'https://fr.wikipedia.org/wiki/Médecine_de_soins_critiques', 'https://fr.wikipedia.org/wiki/Direction_générale_de_la_Santé', ""https://fr.wikipedia.org/wiki/Établissement_d'hébergement_pour_personnes_âgées_dépendantes"", 'https://fr.wikipedia.org/wiki/Clonazépam', 'https://fr.wikipedia.org/wiki/Haute_Autorité_de_santé', 'https://fr.wikipedia.org/wiki/Maladie_à_coronavirus_2019', 'https://fr.wikipedia.org/wiki/Dyspnée']",Disinformation by country and geographic sectors,France,Euthanasia in France authorized by decree
